logFC	logCPM	LR	PValue	FDR
THSD7A	-0.473116897307042	9.47023589550371	0.429291002456623	0.512337047724146	1
RPL22L1	0.725859434210609	2.15457277013668	0.428929956405263	0.512514469924662	1
ENSG00000264290	0.555226988373681	1.88697760034857	0.428658976298106	0.512647702788132	1
ENSG00000250126	0.936873515228313	0.984419288563893	0.428638400377874	0.512657821813948	1
NFS1	-1.12299875623563	1.41202136008959	0.428632421789382	0.512660762087296	1
RAP2C	0.882760213334127	3.07568292416118	0.428496086791323	0.512727819671914	1
ENSG00000228151	-0.712980019526892	1.37516653117702	0.428415730808442	0.512767350616995	1
CNN3	0.61668259367183	6.8497746432918	0.428308384024081	0.512820167889401	1
SAMSN1	0.770944371552727	2.55260148252692	0.428197560744055	0.51287470560244	1
KRT8P45	1.06432765978711	2.15428386153976	0.428015735332151	0.512964206313511	1
ENSG00000287291	-0.618834807169637	1.31313123037715	0.427874171391421	0.51303390774395	1
ENSG00000237807	0.76113997224932	1.4736347745403	0.427819987332231	0.513060590550307	1
RIPOR3	-0.935995411563261	1.77676883957432	0.427815896902132	0.513062604970463	1
ACVR1C	0.949494543172096	1.20058558739545	0.427758082247264	0.513091078509705	1
LINC02298	0.930031874351964	1.48534538968124	0.427746338486111	0.513096862611562	1
RENO1	1.04826426352088	1.21920698245733	0.427730928241983	0.51310445272177	1
HIPK1-AS1	0.591462401063643	1.01222451582107	0.427572702021601	0.513182396230234	1
LINC01931	-0.858145781632636	1.0663320245663	0.427567416718995	0.513185000168128	1
RGMA	-0.545709915127522	3.01385976203719	0.427414138347622	0.51326052662782	1
BRSK1	0.959173660090913	1.18220692569019	0.426818342971652	0.513554282849583	1
SNX12	0.671836534434642	5.87551897123938	0.426654388221991	0.513635171878086	1
BAG2	-0.683916516617337	3.70781869512573	0.426560011643264	0.513681743743036	1
F2R	0.920667451663986	2.68471141907068	0.426429937415657	0.513745943318639	1
MFAP4	1.43375402333557	4.74280160655233	0.4263803472601	0.513770422766598	1
NCCRP1	-0.682379017645472	3.13715323864536	0.426356413938684	0.513782237823747	1
EIF2S2	-0.686718121603038	1.78036709581753	0.426059379357671	0.513928912950799	1
HARBI1	0.879916778536019	0.935618710176672	0.425780177981244	0.514066848567135	1
CWC15	0.73360796207723	3.11720427841555	0.42573907871196	0.514087158542603	1
LINC01215	0.794076390728069	1.07388467795564	0.42569515272711	0.514108866937879	1
DPY19L4	-0.676316348263942	3.40500555777185	0.425593387461413	0.514159165869804	1
SYTL4	0.667689236274997	2.54569555215262	0.425587745228059	0.514161954874825	1
ENSG00000286133	0.499131844837223	2.09634224018761	0.425526405730517	0.514192277222827	1
ENSG00000287335	-0.728422858739431	1.12750343352422	0.425214588190396	0.514346468180083	1
RNU6-1272P	-0.911155740671513	1.43940616663272	0.424505907274769	0.514697204365716	1
ENSG00000289339	-1.03608555641951	1.11468229703949	0.424136907074878	0.514879992915343	1
NRIP3	0.769719263176923	1.89962739558007	0.424058462559683	0.514918865915205	1
PTDSS2	-0.755093623594313	2.22886362621949	0.423895593076146	0.514999591868609	1
PPIC-AS1	0.734317675980579	0.946531266506292	0.423455566572226	0.515217800648998	1
CAPN5	0.952105167818668	2.03710185932735	0.423319555956533	0.515285280852891	1
ENSG00000280010	0.743037309040751	0.952320764310301	0.423261237263201	0.515314219771705	1
HOXB-AS3	0.743027794934092	0.952435723801993	0.423121831017379	0.515383407479107	1
ENSG00000275485	0.885271869206099	1.39764838131547	0.423035427354892	0.515426297999647	1
FRZB	-1.14148796178765	7.89878791214387	0.422988125150873	0.515449781313037	1
WDHD1	-0.737805174251586	3.01371395593425	0.422632453877197	0.515626415192332	1
ENSG00000254273	-0.732142475701428	1.18743809442103	0.422134408015364	0.515873933082048	1
RNU6-137P	-0.920832916910329	1.21757900443382	0.422042357243251	0.515919703035963	1
ENSG00000261790	0.843300455243703	1.42064759637674	0.421820334602545	0.516030127477497	1
ENSG00000180211	-0.995433827316663	2.79475362571013	0.421786829015275	0.516046795293006	1
ATP13A1	0.940950149768793	4.61065839448078	0.421506719348212	0.51618617654025	1
BTC	-0.544305377608998	2.30404351021479	0.421110798464102	0.516383297231686	1
FAM83F	0.662072096477795	1.38220468881501	0.421077481614955	0.516399890997581	1
RABAC1	-0.902747456828258	1.85018539466833	0.421041899909291	0.516417613826494	1
IDS	0.697370834115642	3.50197842551109	0.421037521621729	0.51641979467354	1
UBE2R2	-1.00967636428153	6.01725439936554	0.420916192744883	0.516480235608083	1
ENSG00000287616	-0.531083417381693	1.68127241877796	0.420851384705138	0.516512525314707	1
ENSG00000248305	-0.65495225791704	1.03150316712955	0.420801749465914	0.516537257772853	1
SDHD	0.602506997462822	2.10633908477718	0.420604305755377	0.516635661387922	1
MYL3	-0.865499613119086	1.50958775082708	0.420427188855507	0.516723962282795	1
ENSG00000261472	0.729498831766739	1.64435490219384	0.419974210798555	0.516949912853798	1
SRPX	-0.944923608014259	4.96907845776006	0.419864142960179	0.517004842064635	1
ENSG00000224817	0.885610354380303	1.05535440947642	0.419829328303422	0.517022218401725	1
TWIST2	0.881403390893977	1.98221869339285	0.419815380439251	0.517029180204719	1
CATIP-AS1	1.06996303261073	1.21210732856618	0.419303429141607	0.517284824345581	1
FANK1	0.710341641146732	2.5777533937391	0.419215540075239	0.517328734243684	1
MOSMO	-0.729384897614404	3.99866143172695	0.419085060627159	0.517393934598098	1
ENSG00000259959	0.59301107689157	4.14797791837885	0.418915717645035	0.517478576474118	1
GYG2	-0.552889690092424	2.34808512809062	0.418802950550795	0.517534953765837	1
ENSG00000251213	0.734941600862538	0.950392091657433	0.418644573595975	0.517614151643483	1
LINC01500	-0.574833518025665	1.41555137449882	0.418500360511207	0.51768628523387	1
CD101-AS1	-0.848444774323486	1.11005357195517	0.41816145332897	0.517855871810006	1
ENSG00000267698	0.714505391633179	1.06015681936035	0.418085930080458	0.517893676347956	1
ZNF516	0.567335019403153	4.11095523813827	0.417825818471197	0.518023917019587	1
ENSG00000286280	-0.580875492286319	1.37000719676015	0.417783194662842	0.518045264698429	1
SIRPB1	0.909584505806521	2.58205629142426	0.417601797276545	0.518136132910892	1
ENSG00000288852	-0.801374383284858	1.783893314296	0.417558049566217	0.518158051836386	1
ZNF517	0.697614634575942	2.44565810753077	0.417438115793647	0.518218150631157	1
GRID2IP	0.590946854427234	1.21201317906029	0.41733634103937	0.518269159543867	1
TBX6	0.817636634865597	1.36088995270732	0.417152442511361	0.518361350771865	1
HMBOX1-IT1	1.46769807096298	1.22193411934995	0.416749261919529	0.518563572371145	1
LINC00886	0.565554548797041	2.33058896685291	0.416742972464977	0.518566728044177	1
PGM2L1	0.67374608112081	4.25001921126301	0.416605432168591	0.518635745995507	1
NDUFAF5	0.431591693219167	3.30961584751343	0.416577140676319	0.518649944715085	1
ENSG00000227775	0.9229189652255	1.22718616060948	0.416443903534857	0.518716821944808	1
ATP5MGP1	-0.766771710076279	0.993242849550298	0.416274916784715	0.51880166518251	1
MUC1	0.819871322227476	3.40257178402646	0.416185622194636	0.518846507198567	1
TP53AIP1	-0.723153472385381	1.15401272655661	0.415738124712369	0.519071334447877	1
DNM1P46	0.75820014111686	1.30976658853607	0.415332297623092	0.519275374241886	1
ENSG00000230492	0.571537513675322	1.00747822937361	0.415218941834208	0.519332391929243	1
INO80	-0.526749677902897	5.43165550693276	0.414768787405661	0.519558927290581	1
TAS2R6P	1.03590294388538	1.18925996735428	0.414705449198523	0.519590815516513	1
CNTLN	-0.676889116067232	3.75733262412183	0.414657894942323	0.519614759425763	1
ENSG00000226329	-0.494417034576574	1.77419655762366	0.414653749206058	0.519616846925767	1
ENSG00000273464	1.08297671609734	1.36461115135802	0.414469820804028	0.519709475138943	1
CYREN	0.61421156032338	5.93973348014914	0.414272648032572	0.51980880564338	1
RNLS	0.590238875638142	2.2543678028053	0.41421393563145	0.519838389880718	1
ENSG00000232053	-0.74454695894597	2.06981435017724	0.413942376591352	0.519975262711375	1
PRSS27	-0.841620497731539	1.0651824106068	0.413830372062035	0.520031734403822	1
C19orf18	0.977954696034063	2.16679256131514	0.413781846245262	0.520056204045863	1
MTRF1	1.07043942183852	3.35083529155411	0.413635955566708	0.520129783139454	1
KPNA7	-0.82096145844979	0.844564349662574	0.412962952893311	0.520469445678015	1
ENSG00000253633	-0.82096145844979	0.844564349662574	0.412962952893311	0.520469445678015	1
Y_RNA	-0.82096145844979	0.844564349662574	0.412962952893311	0.520469445678015	1
ENSG00000242163	-0.82096145844979	0.844564349662574	0.412962952893311	0.520469445678015	1
NR5A2	0.572319882577615	2.39294415338992	0.412956963241117	0.520472470393874	1
ENSG00000226861	0.706843215359006	2.66143809847142	0.412839674408374	0.520531706355549	1
DONSON	0.625040279893648	2.46242712535468	0.412643643424989	0.520630737072519	1
ENSG00000279525	0.677870410023201	1.54520912927982	0.412454923187328	0.520726105953599	1
RASSF8-AS1	-0.462094881965061	3.80855124812527	0.412204945638575	0.520852478383866	1
ENSG00000283849	-0.889260965834133	1.81646654971994	0.411997539187132	0.520957370711259	1
ATF4P3	1.10593929602352	1.23850383577507	0.411963134805315	0.520974773754007	1
ENSG00000243944	0.74303598643153	0.959199425437837	0.411888253679319	0.521012655018159	1
MZF1-AS1	-0.704265730984454	2.54556913622488	0.411833924005331	0.521040142647403	1
RNA5SP298	0.714357751357306	0.941938864610252	0.411766488602874	0.521074264567487	1
ENSG00000251602	-0.65680706295385	0.924525190058262	0.411740273605002	0.521087530268201	1
ENSG00000233987	1.07879700551377	1.25880516486484	0.411731512087968	0.521091964033482	1
ENSG00000243081	0.548715237937766	1.18811793934695	0.411683098520983	0.521116464917563	1
RN7SKP253	0.542189741757234	1.74130593065101	0.41151128659242	0.521203431015661	1
UPF3B	0.918873295973276	2.44705830833945	0.411486454431927	0.521216002437635	1
ENSG00000203546	0.743082819194388	1.3093494387987	0.411424813589337	0.521247210777754	1
TMEM74B	0.784101667245275	1.98435963445365	0.41136116251726	0.521279440346492	1
GDNF-AS1	-0.530376088174273	2.43036681929268	0.41130245921647	0.52130916774268	1
ENSG00000280033	0.59422611200559	1.39802904289891	0.411174601373292	0.521373925415054	1
LRRC10B	-1.10202193990473	1.30905899543816	0.411081665093691	0.521421004868427	1
PCAT6	0.649060426480758	3.14288530074272	0.411036636389436	0.521443818109781	1
TAGAP	0.91259390707316	2.52498214820008	0.411000487867334	0.521462133591588	1
ZNF30-AS1	0.741257934095448	0.958789520955657	0.410599390608471	0.521665435061308	1
GUCA1B	0.732249152273319	2.03283059862265	0.410483051240197	0.521724429420801	1
ENSG00000233379	-1.12401792452544	2.27465669897749	0.410272920818109	0.521831014037598	1
RCC1	1.04887023523588	3.72933588459678	0.410197740716669	0.521869157048614	1
LRRC73	0.808858214949328	0.925483400205545	0.410116803448249	0.521910226498127	1
C5orf58	-0.549476165750001	2.28956130619881	0.409879337959669	0.522030754988486	1
EP400P1	-0.796687960668617	5.68307797341738	0.409819895716112	0.522060933323739	1
SFN	-1.09237452385549	1.29879483729204	0.409591925729895	0.522176700415026	1
ENSG00000288842	0.672215203700542	1.39866915635495	0.409591802990342	0.522176762756519	1
PRDM11	-0.572034936337326	5.15136978060453	0.409566713067298	0.522189506628845	1
ENSG00000287841	-0.558692185607628	1.99716338092278	0.409506474625655	0.522220105661427	1
RERG-IT1	-0.689994716763018	1.3648168792603	0.409391825222755	0.522278352334492	1
CPEB2-DT	0.711034444238398	0.941335932293391	0.409383239470028	0.522282714717199	1
SCAT1	0.566592542873271	1.55281809538951	0.409356062536359	0.522296523621145	1
DDX25	-0.81689939131148	0.846473794578166	0.409328322650456	0.52231061923367	1
COPRS	-0.73158210406004	1.81862020945206	0.409109940748877	0.522421610279629	1
ZYG11A	-0.696093210323127	1.1617317190044	0.408922513694998	0.522516902036455	1
NEURL2	-1.10134801716457	3.0962912757137	0.40879267146394	0.522582934531159	1
PM20D1	0.626048525449779	1.30447567103707	0.408755881935143	0.522601646880022	1
TMEM272	-0.741129265754691	1.20599558454601	0.408645453424482	0.522657821531431	1
UBE2D4	0.600586141398326	3.26511369379219	0.408540078562536	0.522711435376772	1
ENSG00000286816	0.718862510922798	0.947172959993278	0.408402101078636	0.522781651889519	1
LYZ	0.755378118622781	6.10180100516572	0.408321187869564	0.522822836258483	1
ENSG00000280323	-0.597613037978435	1.16938374577306	0.408222683062665	0.522872982409324	1
ENSG00000289702	0.822909426283159	1.85287358224403	0.40808924142322	0.522940927553292	1
CD3E	0.599820300945218	1.96914551680148	0.408084309074939	0.522943439281386	1
AGXT	-0.738955671425333	1.51893221772725	0.407954854531445	0.523009369806621	1
ENSG00000282787	-0.836455135943896	1.07273489227286	0.407953472766346	0.523010073611833	1
MFSD2B	0.756261736531076	1.95320826920528	0.407844447001082	0.523065611425383	1
TUBA8	0.826540733799457	0.839078721411529	0.407730274763413	0.523123782059672	1
NDUFB4	-0.521500581193084	2.73664114407652	0.407673484398609	0.523152720960369	1
FMC1	1.24496976946745	1.29406420477369	0.407633607750133	0.523173042764486	1
ENSG00000274139	-0.813977886711605	0.845318280126464	0.407482496957402	0.523250064040005	1
ENSG00000260072	0.683009894421003	4.41501312613352	0.40733212699152	0.523326727671235	1
RPS3P2	0.893949337356674	1.47035566879854	0.40712026873434	0.523434773888318	1
RNU7-181P	0.716996053482407	1.46797465090644	0.406722368550419	0.523637807135131	1
ENSG00000255872	0.730274247028631	2.21936843530673	0.406657589846818	0.523670874453438	1
NUP153-AS1	0.807944182461915	0.927314355336277	0.406655521910013	0.523671930125651	1
STK33	0.965410875546215	0.910787624419629	0.406555236306509	0.523723129996228	1
ENSG00000230648	0.727213315600998	1.67623570458735	0.406531172169913	0.523735417035942	1
UPK3BP1	-1.35473528484681	1.04978167488712	0.405790101040015	0.524114055250188	1
SPAM1	-0.903060570948551	1.00778990301166	0.405787088233165	0.524115595586537	1
ENSG00000286868	0.684821866898699	1.29130959316338	0.405441914867609	0.524292123159106	1
ENSG00000251194	-1.22260665706021	1.2702665731491	0.405412624049454	0.524307107846158	1
ENSG00000274340	0.731954506606839	0.957002885554288	0.405356474821142	0.524335834968603	1
ENSG00000279196	0.960523308045814	0.910064102185742	0.405272425588413	0.524378841544033	1
ENSG00000286292	-0.837209288990355	1.06954956945946	0.404404250131748	0.524823439342649	1
FSD1L	0.707646997232684	2.7364727357032	0.404259640392931	0.524897559957951	1
ENSG00000248787	0.796718631734027	1.95517732650859	0.404247223051676	0.524903925410828	1
LRRCC1	-0.689207185229202	1.787669347287	0.403979387739238	0.525041258201436	1
SFTPD	-0.621315783445592	1.33338684566937	0.403971162740019	0.525045476588456	1
ENSG00000225339	-0.812679297973715	0.95065509954541	0.403776222225671	0.52514547413326	1
KHDRBS2-OT1	0.865287397392224	0.94222479995426	0.403676845770278	0.525196463758419	1
ADAMDEC1	0.557326803236249	3.62498421655457	0.403666984973013	0.525201523770869	1
ZP3	-0.695839972815711	1.13994590389334	0.403605667535301	0.52523299041495	1
WDR5-DT	0.712962328997713	0.947086593311722	0.403405029504439	0.525335976513531	1
ENSG00000288994	1.16099047785041	1.64883540979065	0.403196976323242	0.525442806723069	1
ENSG00000260563	1.50171634865383	1.74494201782161	0.402863898945451	0.525613914340639	1
FXYD3	-0.540713308542059	4.60748289461105	0.402819173732473	0.525636898013602	1
ENSG00000229379	-0.681838472201607	1.03417977513768	0.402735153173147	0.525680079865705	1
GLA	0.737279423505117	2.9057440745409	0.402708491418352	0.525693783831993	1
ATP2A2	-1.05791634537015	4.95637330176866	0.402609108321549	0.525744871696271	1
CPNE1	-1.43660113517765	2.6219143504602	0.402371785368965	0.525866903304972	1
LINC01844	0.742919732815206	2.46761703971605	0.402058875015893	0.526027879163639	1
AOX2P	0.668315633013668	1.13223692142913	0.40190607214053	0.526106520095466	1
ORC1	-0.816702859960223	1.20354832925442	0.401678889374297	0.526223479843426	1
ABCA4	-0.544651204135978	3.16418952575273	0.401576059383036	0.526276434707893	1
CPHL1P	-0.61540682718467	1.48102378866809	0.401562352347469	0.526283494204918	1
TSKU-AS1	1.00724550715995	1.11720716311616	0.401199683709436	0.526470339809627	1
DEGS2	-0.787935261050159	1.1600090002944	0.401190537044419	0.526475053668898	1
RGS6	0.486819845595231	3.56485758343368	0.401166277473828	0.526487556536032	1
EIF3H	0.696345713522469	3.64458560658223	0.401142874720346	0.526499618319813	1
FAM83A-AS1	-0.708183555582411	1.02861222840472	0.401126966025972	0.526507817945511	1
ENSG00000246596	-0.830532325162681	2.67420651273354	0.401021537490081	0.526562163457465	1
UBR5-DT	-0.80356651726574	1.85204114675087	0.401017788435501	0.526564096176311	1
LRRN3	0.718332785117961	0.951986641953102	0.4009235412225	0.526612686815204	1
PDE4D	-0.541690320073531	7.40853305004311	0.400907663040229	0.52662087385032	1
LINC01806	0.938634306318947	1.28592413760455	0.40085850677967	0.526646221014739	1
RNU5E-3P	-0.522967628188455	1.54018345655856	0.400781174141313	0.526686101585559	1
BEND6	-0.679317151424062	1.43095667247471	0.400642304044743	0.52675773065748	1
BLVRB	-0.841812008386386	4.6807733740048	0.400525325014442	0.526818081830446	1
MORC4	0.645767276074799	7.94927802968344	0.400245545447905	0.526962474231955	1
ENSG00000228251	-1.02731981198621	1.39155353226224	0.400237073489695	0.526966847656311	1
TBC1D22A-DT	-0.730531826203418	2.56792434700285	0.400174355069366	0.526999226398089	1
ARFGEF1-DT	0.720604651766846	0.954096434078462	0.400042678687701	0.527067216641074	1
FGF14-AS2	0.647286845172957	1.73158026151267	0.400009461403524	0.527084370644113	1
GAPT	0.710680791859644	1.75317233704894	0.399875342269416	0.527153642319967	1
ENSG00000242628	0.774121331840631	1.33447503278694	0.399777629774881	0.527204120439677	1
ENSG00000279419	-0.77882378664751	1.91914306058353	0.399677676220088	0.527255765222721	1
MAGEB2	0.787770835991022	1.85770926157283	0.399550077477993	0.527321707073062	1
IL18RAP	0.67682900942783	2.00263739934016	0.399523652286982	0.52733536520943	1
NANOS3	-0.676748722244562	1.21410567721333	0.399290388885518	0.527455957264549	1
KRT8P50	1.20994936911276	1.14836294615042	0.399250035333053	0.527476824165712	1
S1PR2	0.531219439445527	6.41699449357835	0.399230861220508	0.527486739654071	1
ENSG00000268947	0.735980170326573	1.41893204895065	0.399103108139579	0.527552812974774	1
BUB1	-1.20159889033983	1.1528493792068	0.399017551661444	0.527597070674436	1
ACTG1P25	-0.682656383412	1.50741417122611	0.398770097123494	0.52772511435389	1
ENSG00000255182	0.631401893638702	2.75282662680067	0.398484413070911	0.527873008767496	1
LINC01999	1.06602101497477	0.999552296483567	0.398466939137101	0.527882057170816	1
GSTA3	-0.952396813345192	2.61333785775693	0.39844356204582	0.527894162798232	1
FAM43B	0.823666572875293	1.78235282239452	0.397746354643042	0.528255434171384	1
ENSG00000277425	-0.650213961774842	1.29312271908198	0.397678229053621	0.528290758482852	1
HMCES	-1.09199117584601	1.38809709109724	0.397652645009908	0.528304025349958	1
THAP12P2	-1.05075504116582	1.21792625637311	0.397630868087171	0.528315318465566	1
DSTNP3	0.727205816246918	0.959370820572135	0.397487938015479	0.528389450127627	1
LINC01615	-0.825521879367795	0.931461687140798	0.397445729297878	0.528411345530957	1
TMA7	0.760116662680571	2.11537534450948	0.397392121924002	0.528439156229849	1
SLC52A3	-0.469159410245655	5.97373058537501	0.397348898852957	0.528461581617531	1
CAND2	-0.50968971485535	2.76683234910073	0.397177589165885	0.528550478837799	1
UBALD1	1.37680685310356	4.20211192047278	0.397156276866522	0.528561540238587	1
ENSG00000282978	-1.20382944546069	1.16138809934142	0.397119174756467	0.528580797775616	1
C12orf56	0.815693853075912	3.34227114309576	0.396769089763602	0.528762568340796	1
RXRG	0.627069225808187	1.97745889282362	0.396742570393146	0.528776342248978	1
ENSG00000225378	0.634195757321772	1.13611118411166	0.396556829244002	0.528872832457499	1
MRPL57	-0.798223903123906	0.84373005885665	0.396195186172413	0.529060792092894	1
EGLN1	0.776062556185958	1.50163696676264	0.396149422472607	0.529084585761887	1
COL4A6	0.724165762706035	2.24290984940694	0.396093562454098	0.529113631354981	1
ENSG00000284721	0.812241722833433	0.842837637479774	0.395755012386389	0.52928972879614	1
APOO	-0.98255135913478	3.41661586821948	0.39553616352309	0.529403619389389	1
PLA2G12A	-0.52200625056756	3.84243431068619	0.395306424584176	0.529523224576053	1
NPY1R	-0.64641819797958	2.95534934032737	0.395265044070705	0.529544772982775	1
ENSG00000247925	0.611941927625261	1.13244126340712	0.394979053574733	0.529693742146854	1
TRIM2	-0.451376367601269	2.86658467398268	0.394846145367751	0.529762998112749	1
KCNG2	-0.973015164825489	1.58181321121554	0.394830788324544	0.529771001426816	1
CTTNBP2	-0.751407648549319	1.61859232165129	0.394656206916972	0.529861999690594	1
RPL34-DT	-0.610357297745844	1.26884966648518	0.39460727436685	0.529887510175601	1
RPS3AP12	-0.631049254964949	1.2756536673617	0.394596821019348	0.529892960207453	1
ENSG00000285569	-0.713589173548194	1.17547657053015	0.394496088850808	0.529945483809667	1
GDI2P2	0.761954086534015	1.2860325313016	0.394476219875695	0.529955844962245	1
SERTAD4-AS1	-0.544293600883151	2.21760343578422	0.394337044736583	0.5300284313719	1
APBB1	-0.859454106746876	2.29334413911952	0.393968608708876	0.53022067442325	1
CLCN3P1	-0.475011694291614	3.55693374362514	0.393585922406835	0.53042048571789	1
RAB24	0.601347652200382	2.0378065800511	0.393557253811583	0.530435459848782	1
SUGT1P2	-0.909787870486626	1.26793362427835	0.393129405457998	0.530659023214053	1
ENSG00000289447	-0.711888136350176	1.21280047576289	0.392996501311925	0.530728504045192	1
LINC02434	-0.541148398497509	3.37946896329434	0.39278564874034	0.530838769044328	1
ENSG00000257759	1.06276846158682	1.62195435901802	0.392731422307291	0.53086713333033	1
ENSG00000265975	0.708601019428378	1.62497744650766	0.392586450544428	0.530942977279868	1
ETV5	0.641612273371125	5.51118226474502	0.392388527736873	0.531046554780932	1
ENSG00000289697	-0.959938422669142	1.12140862707461	0.392038545224718	0.531229797635093	1
LINC02691	0.718507046186481	0.957631084318716	0.391964170214164	0.531268753361579	1
ZNF583	0.680871238743157	3.50500631810707	0.391907009336919	0.531298696262192	1
ENSG00000274238	1.01328765495975	1.10741678501338	0.391793271835285	0.531358285052802	1
LINC01354	0.722754967788709	0.960287786062366	0.391646422193908	0.531435239599884	1
MPP2	-0.798992314211565	2.19030524349852	0.391261612493647	0.531636989141736	1
PLS3-AS1	0.980619062293389	1.10262571851884	0.391232328176921	0.531652348089641	1
CCDC180	0.641434571995074	2.21840711940267	0.39123091290449	0.531653090387608	1
ENSG00000273026	0.669376486277183	1.8894403707254	0.391218300391859	0.531659705622275	1
ENSG00000236013	0.956319434960035	1.59931519943328	0.391182841604149	0.531678304471976	1
LINC02247	0.824046611545336	0.971383280023793	0.390847663106461	0.531854170314355	1
LINC01729	0.805094698710824	0.841777308465091	0.390808298940908	0.531874831301777	1
HES1	-1.12610092925123	3.06424882738366	0.390673966974237	0.531945348738305	1
THRB-AS1	0.703391500397307	0.950171828494652	0.390626250657331	0.531970401431058	1
ENSG00000253355	0.829464304573936	1.40462613570951	0.390610140647565	0.531978860215762	1
GDPD4	-0.857749465832152	1.37996425308832	0.390454717300111	0.532060479867302	1
ENSG00000261235	-0.749701039114322	1.17953740641335	0.390445173839259	0.532065492295338	1
SERPING1	-0.854091382419513	6.56030072643825	0.390198498137277	0.532195081168049	1
SBNO1-AS1	1.14840496013343	1.64739449392872	0.390112593686089	0.532240223671682	1
NXPH1	0.803955783855422	0.841895064862977	0.38993317330696	0.532334530774272	1
TRAIP	-0.57705149716754	1.54110309025099	0.389736473364488	0.532437955036428	1
ENSG00000279613	0.734347340375761	1.05481737461246	0.389694244000358	0.53246016384355	1
MPP1	0.83550149113986	6.49847444269044	0.389620554057757	0.53249892206073	1
RCC1L	-0.519926930763406	3.9855267604627	0.389108973745991	0.532768135112462	1
ENSG00000259076	-0.980979013066819	1.55237117982557	0.38886114352154	0.532898641224328	1
ENSG00000279829	-0.841879430569254	0.955012608930687	0.388838029404788	0.532910815942956	1
TRIM55	-0.982375737251663	1.11127737638515	0.388756615371987	0.53295370252505	1
APAF1	0.803798059064165	2.9624472691219	0.38807722909705	0.533311827125517	1
ENSG00000261684	-0.681095615157615	1.13768895908077	0.387561680349421	0.533583878618207	1
ENSG00000272293	-0.72735545591137	2.38923348429614	0.387247727285638	0.533749672498377	1
STMN3	0.588081575157521	1.28349537553139	0.387165238226144	0.533793249193423	1
ADORA2A	0.924664700784672	0.904656653870918	0.387134837501804	0.533809310681578	1
TFDP1P3	0.58770809148419	1.18958002891207	0.387122994153637	0.533815568065197	1
OR52U1P	-0.855161981150564	1.08510560729635	0.386907238568996	0.533929584875794	1
ENSG00000289417	-0.997176098651214	1.17867120925716	0.386768668467347	0.534002835996033	1
CAMK1D	0.543612664344066	4.5659463108294	0.386657423251435	0.534061655766841	1
BEST4	0.778690471614186	1.05530803693213	0.386136545252514	0.534337220863669	1
TMEM167B-DT	-0.697707493789752	2.35199418804257	0.38598166726376	0.534419207146929	1
HR	0.589248593292469	2.68787347414182	0.385778753711955	0.534526656065076	1
ENSG00000279642	-0.76410840030596	1.14639145325738	0.385687490682271	0.534574995392043	1
PAPPA2	0.414978659257905	11.8013690177627	0.385483360562603	0.534683145770767	1
ENSG00000236576	0.973188030938081	0.914787023132457	0.38500352174723	0.534937525963751	1
CLDN6	0.747826987143945	1.34014823044015	0.384955330671346	0.534963085955402	1
LINC01977	-0.679879552384147	1.16660366349084	0.384941841250921	0.534970240985562	1
ENSG00000279377	-0.68925891521074	1.32092155647904	0.384527089773256	0.53519031737584	1
DYNLT2B	-0.599560867272052	1.8191309660191	0.384511228997615	0.535198736719193	1
ENSG00000279439	0.658823772907202	1.88113840948766	0.384246308948352	0.535339399246578	1
SP5	0.612366205793965	1.995174081624	0.384092678770157	0.535421001813364	1
ACSL1	0.473645034072708	6.53504940753496	0.383843455976939	0.535553427633743	1
ENSG00000279834	0.546107062742391	2.0354353582492	0.383806770574958	0.535572925634838	1
NIFKP3	1.14675061206006	1.1326693399702	0.383791099438406	0.535581255113084	1
SNRNP40	-0.741532766701327	4.23143959291468	0.383743610136737	0.535606497929734	1
MARK1	-0.801524864062361	2.02281883116224	0.383733695594877	0.535611768251777	1
SNAPC5	-0.997849138174347	2.03180449832015	0.383452817204461	0.535761115320825	1
ZNF804A	0.899028310789716	1.87353332256859	0.383296333623719	0.535844352711747	1
PLXNA3	0.635996198387699	6.54508563619599	0.382947637312455	0.536029917262351	1
Y_RNA	-0.83934774190575	1.13590720428012	0.382702133206299	0.536160636463536	1
MPRIPP1	-0.7843969600981	1.66482919706978	0.382644023772897	0.53619158544414	1
TPTE2	0.771101911765186	1.00835725122205	0.382578587596695	0.536226440524692	1
GABRR2	0.543763593653004	4.16298364553931	0.382319339643384	0.536364571452508	1
TDH	0.689065546610566	0.946889069413642	0.382217504499744	0.536418848348399	1
HNF4G	0.966653543408431	1.10015259218643	0.382198407152721	0.536429028115481	1
IGFL2	-0.813259233356187	1.58908892682223	0.382118665884899	0.536471537689061	1
ANO3	0.890259577236757	3.474187581553	0.381897360514287	0.536589546328328	1
NSMF	0.744765665126386	2.31747955554658	0.381875206997202	0.536601362047692	1
ENSG00000267546	0.594208457689267	2.57654929943423	0.381570761301184	0.536763788092058	1
ENSG00000287252	-1.08523669485068	1.55869586649437	0.381488620565152	0.536807626660793	1
ENSG00000176984	-0.615564685483919	1.20661196718377	0.381435154200593	0.536836165200605	1
TMEM184A	-0.695035337890554	6.50523335262237	0.381277373863362	0.536920399127223	1
ENSG00000261839	0.788892263704783	0.833742346136998	0.381179758396343	0.536972524989743	1
RSPH1	-0.577889507280161	1.23797626788715	0.380974197488156	0.537082322989428	1
